reviewStatus,compilerDecision,compilerNotes,chapter,gapRank,gapNeed,candidateDisposition,candidateId,lane,queueBucket,priority,date,title,whyConsider,selectedContextMatches,peopleOrSignals,score,naid,sourceSeries,sourceNote,researchNote,catalogUrl,pdfUrl
,,,Cyprus,897,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads.,Context for selected record; screen for additional documents,RS 001-005,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Telephone Calls--Memorandum of Conversations 8/22/90-10/5/90,"Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Vassiliou | Turkey | Turkish | Ozal | Eastern Mediterranean | Greece / Turkey / Cyprus Already crosswalks to Doc 1.005, Doc 2.002, Doc 3.018, Doc 3.019, Doc 3.020, Doc 3.021; open for surrounding or enclosed material.",Doc 1.005; Doc 2.002; Doc 3.018; Doc 3.019; Doc 3.020; Doc 3.021,Greece | Greek | Mitsotakis | Cyprus | Vassiliou | Turkey | Turkish | Ozal | Eastern Mediterranean | Greece / Turkey / Cyprus,172,366551694,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 8/22/90-10/5/90.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551694. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Vassiliou, Turkey, Turkish, Ozal, Eastern Mediterranean, Greece / Turkey / Cyprus, telcon, memorandum of conversation, telephone conversation. Digital object: 41-bpr-scow-pcor-telcon-91112-002.pdf. Catalog: https://catalog.archives.gov/id/366551694.",https://catalog.archives.gov/id/366551694,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-002.pdf
,,,Cyprus,885,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads.,Context for selected record; screen for additional documents,RS 001-007,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 1/11/90-2/21/90,"Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greece | Greek | Cyprus | Vassiliou | Denktash | Turkey | Turkish | Ozal | Eastern Mediterranean | Greece / Turkey / Cyprus Already crosswalks to Doc 3.008, Doc 3.009; open for surrounding or enclosed material.",Doc 3.008; Doc 3.009,Greece | Greek | Cyprus | Vassiliou | Denktash | Turkey | Turkish | Ozal | Eastern Mediterranean | Greece / Turkey / Cyprus,160,366551666,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 1/11/90-2/21/90.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551666. Query hit(s): Greece, Greek, Cyprus, Vassiliou, Denktash, Turkey, Turkish, Ozal, Eastern Mediterranean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91107-007.pdf. Catalog: https://catalog.archives.gov/id/366551666.",https://catalog.archives.gov/id/366551666,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-007.pdf
,,,Cyprus,881,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads.,Context for selected record; screen for additional documents,RS 001-008,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 11/13/90-12/21/90,"Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Ozal | Incirlik | Greece / Turkey / Cyprus Already crosswalks to Doc 1.006, Doc 3.024; open for surrounding or enclosed material.",Doc 1.006; Doc 3.024,Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Ozal | Incirlik | Greece / Turkey / Cyprus,156,366551672,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 11/13/90-12/21/90.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551672. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Denktash, Turkey, Turkish, Ozal, Incirlik, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91108-003.pdf. Catalog: https://catalog.archives.gov/id/366551672.",https://catalog.archives.gov/id/366551672,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91108-003.pdf
,,,Cyprus,872,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads.,Potential gap-fill addition,RS 001-020,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 5/1/92-6/17/92,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greek | Cyprus | Vassiliou | Denktash | Demirel | Eastern Mediterranean | memcon | memorandum of conversation No selected-document crosswalk match above threshold.,,Greek | Cyprus | Vassiliou | Denktash | Demirel | Eastern Mediterranean | memcon | memorandum of conversation,112,366551683,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 5/1/92-6/17/92.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551683. Query hit(s): Greek, Cyprus, Vassiliou, Denktash, Demirel, Eastern Mediterranean, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-008.pdf. Catalog: https://catalog.archives.gov/id/366551683.",https://catalog.archives.gov/id/366551683,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-008.pdf
,,,Cyprus,870,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads.,Context for selected record; screen for additional documents,RS 001-010,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 7/1/92-7/9/92,"Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greece | Mitsotakis | Cyprus | Vassiliou | Denktash | Demirel | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation Already crosswalks to Doc 1.013, Doc 3.063; open for surrounding or enclosed material.",Doc 1.013; Doc 3.063,Greece | Mitsotakis | Cyprus | Vassiliou | Denktash | Demirel | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation,145,366551684,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/1/92-7/9/92.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551684. Query hit(s): Greece, Mitsotakis, Cyprus, Vassiliou, Denktash, Demirel, Yilmaz, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91110-001.pdf. Catalog: https://catalog.archives.gov/id/366551684.",https://catalog.archives.gov/id/366551684,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91110-001.pdf
,,,Cyprus,866,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads.,Context for selected record; screen for additional documents,RS 001-013,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Telephone Calls--Memorandum of Conversations 8/5/91-9/25/91,"Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Mitsotakis | Cyprus | Denktash | Turkey | Ozal | Yilmaz | Greece / Turkey / Cyprus | telcon | memorandum of conversation | telephone conversation Already crosswalks to Doc 3.054, Doc 3.055; open for surrounding or enclosed material.",Doc 3.054; Doc 3.055,Mitsotakis | Cyprus | Denktash | Turkey | Ozal | Yilmaz | Greece / Turkey / Cyprus | telcon | memorandum of conversation | telephone conversation,141,366551701,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 8/5/91-9/25/91.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551701. Query hit(s): Mitsotakis, Cyprus, Denktash, Turkey, Ozal, Yilmaz, Greece / Turkey / Cyprus, telcon, memorandum of conversation, telephone conversation. Digital object: 41-bpr-scow-pcor-telcon-91113-001.pdf. Catalog: https://catalog.archives.gov/id/366551701.",https://catalog.archives.gov/id/366551701,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-001.pdf
,,,Cyprus,865,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads.,Potential gap-fill addition,RS 001-021,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Desert Shield/Desert Storm (November 1990) [2],Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greek | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Greece / Turkey / Cyprus | telcon No selected-document crosswalk match above threshold.,,Greek | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Greece / Turkey / Cyprus | telcon,105,366551964,Desert Shield and Desert Storm Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Desert Shield/Desert Storm (November 1990) [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551964. Query hit(s): Greek, Mitsotakis, Cyprus, Turkey, Turkish, Ozal, Greece / Turkey / Cyprus, telcon. Digital object: 41-bpr-scow-dsds-chr-91145-001.pdf. Catalog: https://catalog.archives.gov/id/366551964.",https://catalog.archives.gov/id/366551964,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91145-001.pdf
,,,Cyprus,863,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads.,Context for selected record; screen for additional documents,RS 001-014,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 10/16/91-12/17/91,"Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Vassiliou | Demirel | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation Already crosswalks to Doc 1.009, Doc 1.010, Doc 1.011; open for surrounding or enclosed material.",Doc 1.009; Doc 1.010; Doc 1.011,Greece | Greek | Mitsotakis | Cyprus | Vassiliou | Demirel | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation,138,366551679,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 10/16/91-12/17/91.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551679. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Vassiliou, Demirel, Yilmaz, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-004.pdf. Catalog: https://catalog.archives.gov/id/366551679.",https://catalog.archives.gov/id/366551679,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-004.pdf
,,,Cyprus,862,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads.,Context for selected record; screen for additional documents,RS 001-015,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 5/17/90-6/26/90,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greece | Greek | Papandreou | Mitsotakis | Cyprus | Vassiliou | Demirel | Greece / Turkey / Cyprus | memcon | memorandum of conversation Already crosswalks to Doc 1.004; open for surrounding or enclosed material.,Doc 1.004,Greece | Greek | Papandreou | Mitsotakis | Cyprus | Vassiliou | Demirel | Greece / Turkey / Cyprus | memcon | memorandum of conversation,137,366551669,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 5/17/90-6/26/90.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551669. Query hit(s): Greece, Greek, Papandreou, Mitsotakis, Cyprus, Vassiliou, Demirel, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91107-010.pdf. Catalog: https://catalog.archives.gov/id/366551669.",https://catalog.archives.gov/id/366551669,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-010.pdf
,,,Cyprus,861,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads.,Potential gap-fill addition,RS 001-024,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 7/24/91-9/24/91,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Mitsotakis | Cyprus | Denktash | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation No selected-document crosswalk match above threshold.,,Mitsotakis | Cyprus | Denktash | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation,101,366551677,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/24/91-9/24/91.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551677. Query hit(s): Mitsotakis, Cyprus, Denktash, Yilmaz, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-002.pdf. Catalog: https://catalog.archives.gov/id/366551677.",https://catalog.archives.gov/id/366551677,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-002.pdf
,,,Cyprus,859,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads.,Context for selected record; screen for additional documents,RS 001-016,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 10/3/89-12/16/89,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greek | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Eastern Mediterranean | Greece / Turkey / Cyprus | memcon | memorandum of conversation Already crosswalks to Doc 2.001; open for surrounding or enclosed material.,Doc 2.001,Greek | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Eastern Mediterranean | Greece / Turkey / Cyprus | memcon | memorandum of conversation,134,366551665,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 10/3/89-12/16/89.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551665. Query hit(s): Greek, Cyprus, Cypriot, Vassiliou, Denktash, Turkish, Eastern Mediterranean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91107-006.pdf. Catalog: https://catalog.archives.gov/id/366551665.",https://catalog.archives.gov/id/366551665,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-006.pdf
,,,Cyprus,855,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads.,Potential gap-fill addition,RS 001-006,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Listing of 1989-1992 Meetings/Telephone Calls,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greece | Papandreou | Mitsotakis | Zolotas | Cyprus | Vassiliou | Turkey | Ozal | Demirel | Yilmaz No selected-document crosswalk match above threshold.,,Greece | Papandreou | Mitsotakis | Zolotas | Cyprus | Vassiliou | Turkey | Ozal | Demirel | Yilmaz,165,366552177,Brent Scowcroft Administrative Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Brent Scowcroft Administrative Files, Presidential Listing of 1989-1992 Meetings/Telephone Calls.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366552177. Query hit(s): Greece, Papandreou, Mitsotakis, Zolotas, Cyprus, Vassiliou, Turkey, Ozal, Demirel, Yilmaz, Greece / Turkey / Cyprus. Digital object: 41-bpr-scow-admin-85038-002.pdf. Catalog: https://catalog.archives.gov/id/366552177.",https://catalog.archives.gov/id/366552177,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/74785770/41-bpr-scow-admin-85038-002.pdf
,,,Turkey,916,Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices.,Context for selected record; screen for additional documents,CC 005,Central Chronological Files,Open first,Open packet first,1992-05-01,May 1992 [5],"Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. Open first Re: POTUS Call to Demirel (1 pp.) | 04b. Talking Points Points to be Made for Telephone Conversation with Prime Minister Demirel of Turkey (3 pp.) | Minister Demirel of Turkey (3 pp.) | Mitsotakis + memcon | Mitsotaki... Already crosswalks to Doc 3.059, Doc 3.060; open for surrounding or enclosed material.",Doc 3.059; Doc 3.060,Re: POTUS Call to Demirel (1 pp.) | 04b. Talking Points Points to be Made for Telephone Conversation with Prime Minister Demirel of Turkey (3 pp.) | Minister Demirel of Turkey (3 pp.) | Mitsotakis + memcon | Mitsotakis + telcon | Mitsotakis + memorandum of conversation | Denktash + memorandum | Ozal + memcon | Ozal + telcon | Demirel + memcon | Demirel + telcon,246,470761812,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, May 1992 [5].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761812. Query hit(s): Mitsotakis + memcon, Mitsotakis + telcon, Mitsotakis + memorandum of conversation, Denktash + memorandum, Ozal + memcon, Ozal + telcon, Demirel + memcon, Demirel + telcon, Greek-Turkish + memorandum, Greece / Turkey / Cyprus + memcon, Greece / Turkey / Cyprus + telcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: Re: POTUS Call to Demirel (1 pp.) | 04b. Talking Points Points to be Made for Telephone Conversation with Prime Minister Demirel of Turkey (3 pp.) | Minister Demirel of Turkey (3 pp.). PDF extent: 150 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30526-003.pdf. Catalog: https://catalog.archives.gov/id/470761812.",https://catalog.archives.gov/id/470761812,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30526-003.pdf
,,,Turkey,874,Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices.,Context for selected record; screen for additional documents,CC 017,Central Chronological Files,Open first,Open packet first,1992-06-01,June 1992 [4],"Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. Open first 04b. Report Government Report (1 pp.) 6/19/92 (b)(1) S | 05. Telcon Telcon with Prime Minister Demirel of Turkey (2 pp.) 6/26/92 (by) FA 06. Report Government Report (1 pp.) n.d. (b)(1) Cc | 06. Report Government Repo... Already crosswalks to Doc 1.012, Doc 3.061, Doc 3.062; open for surrounding or enclosed material.",Doc 1.012; Doc 3.061; Doc 3.062,04b. Report Government Report (1 pp.) 6/19/92 (b)(1) S | 05. Telcon Telcon with Prime Minister Demirel of Turkey (2 pp.) 6/26/92 (by) FA 06. Report Government Report (1 pp.) n.d. (b)(1) Cc | 06. Report Government Report (1 pp.) n.d. (b)(1) Cc | Mitsotakis + memcon | Mitsotakis + telcon | Mitsotakis + memorandum of conversation | Denktash + memorandum | Demirel + memcon | Demirel + telcon | Greek-Turkish + memorandum | Greece / Turkey / Cyprus + memcon,204,470761816,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, June 1992 [4].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761816. Query hit(s): Mitsotakis + memcon, Mitsotakis + telcon, Mitsotakis + memorandum of conversation, Denktash + memorandum, Demirel + memcon, Demirel + telcon, Greek-Turkish + memorandum, Greece / Turkey / Cyprus + memcon, Greece / Turkey / Cyprus + telcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: 04b. Report Government Report (1 pp.) 6/19/92 (b)(1) S | 05. Telcon Telcon with Prime Minister Demirel of Turkey (2 pp.) 6/26/92 (by) FA 06. Report Government Report (1 pp.) n.d. (b)(1) Cc | 06. Report Government Report (1 pp.) n.d. (b)(1) Cc. PDF extent: 133 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30527-002.pdf. Catalog: https://catalog.archives.gov/id/470761816.",https://catalog.archives.gov/id/470761816,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30527-002.pdf
,,,Turkey,854,Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices.,Context for selected record; screen for additional documents,CC 026,Central Chronological Files,Open first,Open packet first,1992-07-01,July 1992 [4],"Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. Open first 10a. Memorandum To: Brent Scowcroft From: Jane Holl 7/1/92 (oy) g Re: Reply to Turgut Ozal (1 pp.) | 10b. Memorandum To: President Bush From: Brent Scowcroft n.d. oy) f Re: Reply to Turgut Ozal (1 pp.) | 10c. Letter T... Already crosswalks to Doc 1.013, Doc 3.063; open for surrounding or enclosed material.",Doc 1.013; Doc 3.063,10a. Memorandum To: Brent Scowcroft From: Jane Holl 7/1/92 (oy) g Re: Reply to Turgut Ozal (1 pp.) | 10b. Memorandum To: President Bush From: Brent Scowcroft n.d. oy) f Re: Reply to Turgut Ozal (1 pp.) | 10c. Letter To: President Ozal From: President Bush n.d. (b)(1) | Mitsotakis + memcon | Mitsotakis + memorandum of conversation | Denktash + memorandum | Ozal + memcon | Demirel + memcon | Aegean + memcon | Greek-Turkish + memorandum | Greece / Turkey / Cyprus + memcon,184,470761821,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, July 1992 [4].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761821. Query hit(s): Mitsotakis + memcon, Mitsotakis + memorandum of conversation, Denktash + memorandum, Ozal + memcon, Demirel + memcon, Aegean + memcon, Greek-Turkish + memorandum, Greece / Turkey / Cyprus + memcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: 10a. Memorandum To: Brent Scowcroft From: Jane Holl 7/1/92 (oy) g Re: Reply to Turgut Ozal (1 pp.) | 10b. Memorandum To: President Bush From: Brent Scowcroft n.d. oy) f Re: Reply to Turgut Ozal (1 pp.) | 10c. Letter To: President Ozal From: President Bush n.d. (b)(1). PDF extent: 155 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30528-002.pdf. Catalog: https://catalog.archives.gov/id/470761821.",https://catalog.archives.gov/id/470761821,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30528-002.pdf
,,,Turkey,834,Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices.,Potential gap-fill addition,CC 045,Central Chronological Files,Open first,Open packet first,1992-02-01,February 1992 [4],Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. Open first 05b. Memorandum To: President Bush From: Brent Scowcroft n.d. (4!) vA Re: Letter to Demirel (1 pp.) | Re: Letter to Demirel (1 pp.) 06. Report Government Report (1 pp.) 2/7/92 (b)(1) | 06. Report Government Report (1 ... No selected-document crosswalk match above threshold.,,05b. Memorandum To: President Bush From: Brent Scowcroft n.d. (4!) vA Re: Letter to Demirel (1 pp.) | Re: Letter to Demirel (1 pp.) 06. Report Government Report (1 pp.) 2/7/92 (b)(1) | 06. Report Government Report (1 pp.) 2/7/92 (b)(1) | Demirel + memcon | Demirel + telcon | Greek-Turkish + memorandum | Greece / Turkey / Cyprus + memcon | Greece / Turkey / Cyprus + telcon | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,129,470761797,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, February 1992 [4].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761797. Query hit(s): Demirel + memcon, Demirel + telcon, Greek-Turkish + memorandum, Greece / Turkey / Cyprus + memcon, Greece / Turkey / Cyprus + telcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: 05b. Memorandum To: President Bush From: Brent Scowcroft n.d. (4!) vA Re: Letter to Demirel (1 pp.) | Re: Letter to Demirel (1 pp.) 06. Report Government Report (1 pp.) 2/7/92 (b)(1) | 06. Report Government Report (1 pp.) 2/7/92 (b)(1). PDF extent: 144 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30523-006.pdf. Catalog: https://catalog.archives.gov/id/470761797.",https://catalog.archives.gov/id/470761797,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30523-006.pdf
